Inserción,NumElementos
2995,0
2996,1
2997,0
2998,0
2999,3
3000,0
3001,3
3002,1
3003,0
3004,0
3005,0
3006,0
3007,3
3008,0
3009,0
3010,0
3011,2
3012,0
3013,2
3014,0
3015,0
3016,0
3017,3
3018,0
3019,0
3020,2
3021,0
3022,0
3023,8
3024,1
3025,0
3026,4
3027,0
3028,0
3029,0
3030,0
3031,0
3032,0
3033,0
3034,3
3035,0
3036,0
3037,1
3038,0
3039,2
3040,0
3041,0
3042,1
3043,0
3044,0
3045,0
3046,0
3047,0
3048,0
3049,0
3050,1
3051,3
3052,1
3053,0
3054,0
3055,0
3056,2
3057,0
3058,0
3059,0
3060,0
3061,0
3062,0
3063,0
3064,1
3065,0
3066,0
3067,0
3068,0
3069,0
3070,1
3071,0
3072,1
3073,1
3074,0
3075,1
3076,1
3077,2
3078,0
3079,0
3080,1
3081,0
3082,0
3083,2
3084,0
3085,0
3086,0
3087,0
3088,0
3089,0
3090,4
3091,3
3092,0
3093,0
3094,0
3095,0
3096,0
3097,0
3098,0
3099,0
3100,0
3101,0
3102,0
3103,1
3104,0
3105,2
3106,0
3107,2
3108,2
3109,1
3110,3
3111,1
3112,1
3113,0
3114,0
3115,0
3116,1
3117,0
3118,0
3119,0
3120,1
3121,3
3122,0
3123,0
3124,0
3125,0
3126,0
3127,0
3128,0
3129,0
3130,1
3131,0
3132,1
3133,2
3134,0
3135,0
3136,5
3137,3
3138,0
3139,0
3140,1
3141,0
3142,0
3143,0
3144,0
3145,0
3146,0
3147,0
3148,0
3149,0
3150,0
3151,1
3152,3
3153,1
3154,0
3155,0
3156,0
3157,0
3158,0
3159,1
3160,0
3161,0
3162,0
3163,1
3164,0
3165,0
3166,0
3167,1
3168,0
3169,0
3170,0
3171,1
3172,0
3173,0
3174,0
3175,3
3176,0
3177,0
3178,0
3179,0
3180,0
3181,2
3182,0
3183,0
3184,3
3185,2
3186,1
3187,1
3188,1
3189,1
3190,0
3191,0
3192,1
3193,0
3194,0
3195,1
3196,0
3197,4
3198,0
3199,3
3200,1
3201,5
3202,2
3203,2
3204,1
3205,0
3206,0
3207,1
3208,0
3209,1
3210,1
3211,0
3212,1
3213,0
3214,1
3215,2
3216,2
3217,1
3218,0
3219,0
3220,0
3221,0
3222,0
3223,1
3224,0
3225,1
3226,0
3227,4
3228,0
3229,2
3230,0
3231,0
3232,0
3233,0
3234,0
3235,0
3236,0
3237,0
3238,2
3239,0
3240,1
3241,0
3242,0
3243,0
3244,0
3245,2
3246,0
3247,0
3248,0
3249,0
3250,2
3251,0
3252,0
3253,1
3254,2
3255,0
3256,5
3257,0
3258,0
3259,0
3260,0
3261,0
3262,1
3263,0
3264,0
3265,2
3266,0
3267,2
3268,0
3269,0
3270,1
3271,0
3272,0
3273,0
3274,0
3275,2
3276,1
3277,2
3278,1
3279,4
3280,0
3281,1
3282,0
3283,0
3284,0
3285,0
3286,0
3287,0
3288,0
3289,0
3290,1
3291,0
3292,0
3293,0
3294,0
3295,1
3296,0
3297,0
3298,1
3299,0
3300,0
3301,1
3302,0
3303,4
3304,0
3305,1
3306,0
3307,0
3308,1
3309,1
3310,1
3311,0
3312,2
3313,3
3314,2
3315,0
3316,2
3317,0
3318,3
3319,0
3320,0
3321,0
3322,0
3323,0
3324,0
3325,2
3326,1
3327,0
3328,0
3329,1
3330,0
3331,2
3332,0
3333,7
3334,0
3335,0
3336,0
3337,0
3338,0
3339,1
3340,1
3341,0
3342,0
3343,2
3344,1
3345,1
3346,1
3347,0
3348,0
3349,1
3350,0
3351,0
3352,0
3353,1
3354,1
3355,0
3356,0
3357,0
3358,1
3359,1
3360,1
3361,1
3362,2
3363,1
3364,0
3365,1
3366,0
3367,0
3368,0
3369,0
3370,3
3371,2
3372,1
3373,1
3374,1
3375,2
3376,1
3377,1
3378,0
3379,0
3380,0
3381,0
3382,0
3383,2
3384,0
3385,3
3386,1
3387,0
3388,0
3389,0
3390,0
3391,0
3392,0
3393,0
3394,2
3395,5
3396,0
3397,0
3398,1
3399,1
3400,10
3401,0
3402,0
3403,0
3404,0
3405,1
3406,0
3407,2
3408,0
3409,0
3410,1
3411,0
3412,0
3413,0
3414,0
3415,0
3416,1
3417,0
3418,0
3419,1
3420,0
3421,4
3422,0
3423,0
3424,0
3425,0
3426,12
3427,0
3428,1
3429,1
3430,0
3431,1
3432,1
3433,0
3434,2
3435,5
3436,0
3437,0
3438,0
3439,1
3440,0
3441,0
3442,1
3443,1
3444,0
3445,0
3446,5
3447,0
3448,1
3449,1
3450,2
3451,0
3452,1
3453,0
3454,2
3455,0
3456,0
3457,0
3458,0
3459,2
3460,0
3461,0
3462,0
3463,0
3464,3
3465,0
3466,0
3467,3
3468,0
3469,0
3470,0
3471,0
3472,2
3473,0
3474,0
3475,0
3476,8
3477,0
3478,1
3479,1
3480,0
3481,0
3482,1
3483,0
3484,0
3485,0
3486,1
3487,1
3488,0
3489,0
3490,0
3491,0
3492,0
3493,0
3494,2
3495,0
3496,1
3497,0
3498,4
3499,1
3500,2
3501,0
3502,0
3503,1
3504,1
3505,1
3506,0
3507,0
3508,0
3509,0
3510,1
3511,1
3512,0
3513,0
3514,2
3515,0
3516,0
3517,0
3518,0
3519,0
3520,0
3521,2
3522,1
3523,2
3524,1
3525,0
3526,0
3527,2
3528,1
3529,0
3530,1
3531,0
3532,2
3533,2
3534,1
3535,1
3536,0
3537,15
3538,0
3539,2
3540,0
3541,0
3542,6
3543,0
3544,1
3545,0
3546,0
3547,0
3548,0
3549,0
3550,0
3551,1
3552,0
3553,0
3554,0
3555,0
3556,1
3557,0
3558,0
3559,0
3560,0
3561,0
3562,0
3563,0
3564,1
3565,0
3566,0
3567,1
3568,1
3569,0
3570,5
3571,0
3572,0
3573,0
3574,0
3575,1
3576,4
3577,0
3578,1
3579,0
3580,0
3581,0
3582,0
3583,0
3584,1
3585,0
3586,0
3587,1
3588,0
3589,1
3590,0
3591,0
3592,0
3593,5
3594,0
3595,3
3596,2
3597,0
3598,0
3599,1
3600,0
3601,1
3602,2
3603,2
3604,0
3605,1
3606,3
3607,0
3608,0
3609,0
3610,0
3611,0
3612,2
3613,1
3614,0
3615,1
3616,10
3617,3
3618,0
3619,0
3620,0
3621,1
3622,0
3623,0
3624,0
3625,2
3626,1
3627,0
3628,2
3629,0
3630,0
3631,0
3632,2
3633,1
3634,0
3635,0
3636,0
3637,0
3638,0
3639,6
3640,0
3641,0
3642,0
3643,0
3644,0
3645,4
3646,0
3647,3
3648,1
3649,0
3650,0
3651,0
3652,0
3653,1
3654,1
3655,1
3656,4
3657,0
3658,0
3659,0
3660,0
3661,0
3662,2
3663,1
3664,0
3665,0
3666,1
3667,3
3668,2
3669,0
3670,0
3671,0
3672,4
3673,1
3674,1
3675,0
3676,0
3677,2
3678,0
3679,0
3680,0
3681,0
3682,0
3683,0
3684,0
3685,0
3686,0
3687,0
3688,1
3689,0
3690,2
3691,0
3692,2
3693,0
3694,0
3695,0
3696,0
3697,0
3698,0
3699,0
3700,0
3701,0
3702,2
3703,1
3704,1
3705,0
3706,1
3707,2
3708,0
3709,0
3710,0
3711,3
3712,0
3713,0
3714,8
3715,1
3716,2
3717,1
3718,0
3719,1
3720,0
3721,1
3722,4
3723,3
3724,0
3725,0
3726,2
3727,0
3728,1
3729,0
3730,4
3731,0
3732,2
3733,0
3734,0
3735,0
3736,5
3737,0
3738,3
3739,0
3740,0
3741,8
3742,0
3743,0
3744,0
3745,0
3746,0
3747,0
3748,0
3749,0
3750,0
3751,2
3752,1
3753,1
3754,0
3755,0
3756,0
3757,0
3758,0
3759,1
3760,3
3761,0
3762,0
3763,1
3764,0
3765,0
3766,0
3767,1
3768,0
3769,2
3770,0
3771,8
3772,0
3773,0
3774,1
3775,1
3776,0
3777,2
3778,0
3779,1
3780,3
3781,0
3782,0
3783,0
3784,0
3785,0
3786,0
3787,0
3788,1
3789,2
3790,3
3791,0
3792,0
3793,0
3794,1
3795,5
3796,0
3797,0
3798,0
3799,0
3800,1
3801,0
3802,1
3803,0
3804,0
3805,0
3806,0
3807,2
3808,0
3809,0
3810,0
3811,0
3812,0
3813,0
3814,0
3815,1
3816,1
3817,0
3818,2
3819,0
3820,0
3821,0
3822,0
3823,0
3824,3
3825,0
3826,1
3827,0
3828,0
3829,0
3830,1
3831,0
3832,0
3833,0
3834,1
3835,0
3836,0
3837,0
3838,0
3839,2
3840,0
3841,2
3842,0
3843,0
3844,2
3845,15
3846,0
3847,0
3848,0
3849,4
3850,0
3851,0
3852,5
3853,4
3854,1
3855,0
3856,2
3857,2
3858,0
3859,1
3860,3
3861,0
3862,3
3863,0
3864,0
3865,0
3866,1
3867,0
3868,1
3869,1
3870,1
3871,0
3872,0
3873,0
3874,2
3875,0
3876,0
3877,3
3878,0
3879,0
3880,2
3881,2
3882,1
3883,0
3884,1
3885,0
3886,0
3887,1
3888,0
3889,0
3890,1
3891,0
3892,0
3893,0
3894,0
3895,0
3896,2
3897,1
3898,0
3899,0
3900,0
3901,1
3902,0
3903,1
3904,0
3905,0
3906,0
3907,1
3908,0
3909,0
3910,0
3911,1
3912,0
3913,0
3914,0
3915,0
3916,1
3917,1
3918,0
3919,1
3920,0
3921,0
3922,0
3923,4
3924,0
3925,0
3926,4
3927,1
3928,0
3929,0
3930,0
3931,0
3932,0
3933,3
3934,0
3935,1
3936,1
3937,1
3938,0
3939,0
3940,0
3941,0
3942,0
3943,0
3944,1
3945,2
3946,1
3947,0
3948,0
3949,0
3950,0
3951,0
3952,0
3953,0
3954,0
3955,0
3956,2
3957,0
3958,0
3959,0
3960,1
3961,3
3962,1
3963,0
3964,0
3965,0
3966,0
3967,1
3968,1
3969,2
3970,3
3971,0
3972,4
3973,2
3974,2
3975,4
3976,0
3977,1
3978,1
3979,0
3980,0
3981,0
3982,4
3983,1
3984,1
3985,0
3986,0
3987,2
3988,2
3989,0
3990,0
3991,0
3992,0
3993,1
3994,0
3995,0
3996,1
3997,0
3998,0
3999,0
4000,2
4001,4
4002,1
4003,0
4004,0
4005,2
4006,0
4007,1
4008,0
4009,0
4010,0
4011,0
4012,0
4013,0
4014,0
4015,2
4016,0
4017,0
4018,0
4019,0
4020,3
4021,0
4022,0
4023,1
4024,0
4025,1
4026,1
4027,1
4028,0
4029,9
4030,2
4031,0
4032,1
4033,0
4034,0
4035,1
4036,0
4037,3
4038,0
4039,0
4040,1
4041,1
4042,0
4043,6
4044,1
4045,0
4046,1
4047,0
4048,0
4049,2
4050,0
4051,0
4052,1
4053,0
4054,0
4055,0
4056,1
4057,0
4058,0
4059,0
4060,1
4061,0
4062,0
4063,1
4064,0
4065,3
4066,2
4067,0
4068,0
4069,0
4070,0
4071,1
4072,1
4073,1
4074,2
4075,0
4076,0
4077,0
4078,0
4079,1
4080,1
4081,0
4082,0
4083,0
4084,0
4085,0
4086,1
4087,2
4088,1
4089,4
4090,6
4091,0
4092,1
4093,1
4094,0
4095,0
4096,0
4097,0
4098,0
4099,1
4100,3
4101,3
4102,4
4103,5
4104,0
4105,1
4106,0
4107,0
4108,1
4109,0
4110,0
4111,0
4112,0
4113,1
4114,1
4115,0
4116,0
4117,0
4118,3
4119,4
4120,0
4121,0
4122,0
4123,0
4124,2
4125,1
4126,1
4127,4
4128,0
4129,8
4130,0
4131,0
4132,1
4133,0
4134,0
4135,0
4136,0
4137,0
4138,0
4139,0
4140,0
4141,0
4142,0
4143,0
4144,0
4145,1
4146,1
4147,0
4148,0
4149,2
4150,0
4151,2
4152,0
4153,1
4154,1
4155,1
4156,1
4157,0
4158,1
4159,17
4160,1
4161,5
4162,2
4163,1
4164,0
4165,0
4166,19
4167,0
4168,1
4169,0
4170,20
4171,1
4172,0
4173,1
4174,0
4175,0
4176,1
4177,1
4178,8
4179,1
4180,0
4181,0
4182,0
4183,0
4184,1
4185,0
4186,1
4187,0
4188,8
4189,0
4190,1
4191,0
4192,0
4193,2
4194,0
4195,2
4196,0
4197,0
4198,4
4199,3
4200,0
4201,0
4202,0
4203,0
4204,0
4205,0
4206,0
4207,7
4208,0
4209,1
4210,0
4211,0
4212,0
4213,0
4214,0
4215,0
4216,2
4217,0
4218,0
4219,1
4220,0
4221,0
4222,0
4223,1
4224,0
4225,0
4226,4
4227,0
4228,0
4229,0
4230,0
4231,0
4232,0
4233,0
4234,0
4235,0
4236,7
4237,3
4238,0
4239,0
4240,2
4241,2
4242,0
4243,1
4244,1
4245,0
4246,0
4247,0
4248,0
4249,0
4250,1
4251,3
4252,0
4253,0
4254,0
4255,0
4256,0
4257,0
4258,0
4259,0
4260,0
4261,1
4262,0
4263,1
4264,3
4265,0
4266,0
4267,2
4268,0
4269,5
4270,0
4271,1
4272,0
4273,1
4274,0
4275,0
4276,0
4277,0
4278,0
4279,0
4280,16
4281,0
4282,4
4283,2
4284,3
4285,0
4286,0
4287,3
4288,0
4289,1
4290,0
4291,3
4292,0
4293,0
4294,4
4295,0
4296,0
4297,1
4298,0
4299,0
4300,0
4301,0
4302,3
4303,0
4304,2
4305,0
4306,0
4307,1
4308,1
4309,0
4310,0
4311,0
4312,2
4313,2
4314,3
4315,3
4316,0
4317,0
4318,3
4319,0
4320,1
4321,1
4322,1
4323,0
4324,5
4325,3
4326,1
4327,0
4328,0
4329,3
4330,0
4331,0
4332,2
4333,1
4334,0
4335,3
4336,0
4337,1
4338,1
4339,3
4340,0
4341,0
4342,1
4343,1
4344,0
4345,0
4346,2
4347,0
4348,3
4349,0
4350,0
4351,2
4352,0
4353,0
4354,2
4355,1
4356,4
4357,3
4358,0
4359,4
4360,0
4361,3
4362,1
4363,3
4364,0
4365,2
4366,2
4367,0
4368,0
4369,1
4370,0
4371,1
4372,0
4373,1
4374,0
4375,1
4376,1
4377,0
4378,1
4379,0
4380,0
4381,0
4382,0
4383,0
4384,0
4385,0
4386,0
4387,3
4388,1
4389,1
4390,0
4391,0
4392,1
4393,1
4394,0
4395,0
4396,0
4397,10
4398,0
4399,0
4400,6
4401,0
4402,6
4403,0
4404,0
4405,6
4406,1
4407,0
4408,0
4409,2
4410,1
4411,4
4412,4
4413,0
4414,2
4415,0
4416,6
4417,2
4418,0
4419,0
4420,2
4421,2
4422,1
4423,0
4424,0
4425,1
4426,0
4427,0
4428,3
4429,0
4430,0
4431,3
4432,0
4433,0
4434,1
4435,0
4436,1
4437,0
4438,3
4439,1
4440,1
4441,0
4442,0
4443,3
4444,0
4445,0
4446,2
4447,3
4448,1
4449,0
4450,0
4451,2
4452,1
4453,0
4454,0
4455,1
4456,0
4457,0
4458,7
4459,1
4460,0
4461,0
4462,2
4463,0
4464,2
4465,2
4466,1
4467,0
4468,0
4469,0
4470,1
4471,0
4472,0
4473,1
4474,0
4475,0
4476,2
4477,0
4478,7
4479,2
4480,0
4481,0
4482,0
4483,1
4484,1
4485,0
4486,2
4487,1
4488,0
4489,0
4490,12
4491,0
4492,0
4493,0
4494,2
4495,0
4496,0
4497,0
4498,6
4499,1
4500,0
4501,1
4502,0
4503,0
4504,2
4505,1
4506,0
4507,1
4508,0
4509,4
4510,0
4511,0
4512,0
4513,9
4514,0
4515,0
4516,0
4517,5
4518,0
4519,0
4520,9
4521,2
4522,0
4523,0
4524,0
4525,1
4526,1
4527,5
4528,0
4529,0
4530,0
4531,4
4532,0
4533,0
4534,0
4535,0
4536,0
4537,0
4538,0
4539,0
4540,0
4541,1
4542,0
4543,0
4544,0
4545,0
4546,5
4547,0
4548,1
4549,0
4550,0
4551,0
4552,0
4553,0
4554,0
4555,2
4556,0
4557,0
4558,0
4559,0
4560,1
4561,3
4562,0
4563,2
4564,2
4565,0
4566,2
4567,0
4568,3
4569,0
4570,4
4571,1
4572,2
4573,0
4574,1
4575,2
4576,5
4577,0
4578,7
4579,0
4580,0
4581,2
4582,0
4583,0
4584,6
4585,1
4586,0
4587,0
4588,1
4589,0
4590,0
4591,5
4592,9
4593,0
4594,3
4595,0
4596,0
4597,0
4598,0
4599,2
4600,8
4601,0
4602,0
4603,3
4604,1
4605,0
4606,1
4607,1
4608,0
4609,1
4610,1
4611,0
4612,1
4613,1
4614,0
4615,0
4616,2
4617,1
4618,0
4619,2
4620,1
4621,0
4622,0
4623,3
4624,3
4625,0
4626,0
4627,0
4628,0
4629,2
4630,0
4631,0
4632,0
4633,0
4634,3
4635,1
4636,6
4637,0
4638,0
4639,0
4640,0
4641,0
4642,0
4643,0
4644,0
4645,1
4646,0
4647,0
4648,1
4649,0
4650,2
4651,0
4652,0
4653,0
4654,1
4655,0
4656,0
4657,2
4658,0
4659,1
4660,1
4661,0
4662,6
4663,0
4664,0
4665,0
4666,0
4667,0
4668,0
4669,0
4670,0
4671,5
4672,0
4673,0
4674,5
4675,0
4676,0
4677,1
4678,0
4679,0
4680,1
4681,0
4682,7
4683,0
4684,0
4685,1
4686,1
4687,0
4688,1
4689,1
4690,3
4691,0
4692,0
4693,1
4694,0
4695,6
4696,0
4697,3
4698,5
4699,0
4700,1
4701,0
4702,0
4703,0
4704,2
4705,4
4706,1
4707,5
4708,0
4709,0
4710,7
4711,0
4712,4
4713,3
4714,0
4715,0
4716,3
4717,2
4718,0
4719,5
4720,0
4721,4
4722,3
4723,5
4724,0
4725,0
4726,1
4727,0
4728,1
4729,1
4730,2
4731,1
4732,2
4733,3
4734,0
4735,4
4736,1
4737,1
4738,0
4739,1
4740,0
4741,2
4742,0
4743,0
4744,3
4745,1
4746,0
4747,0
4748,5
4749,0
4750,0
4751,0
4752,1
4753,2
4754,0
4755,0
4756,1
4757,0
4758,0
4759,1
4760,0
4761,1
4762,0
4763,0
4764,3
4765,1
4766,1
4767,0
4768,0
4769,7
4770,5
4771,2
4772,2
4773,0
4774,0
4775,1
4776,0
4777,0
4778,0
4779,0
4780,1
4781,0
4782,0
4783,0
4784,3
4785,0
4786,1
4787,3
4788,3
4789,2
4790,0
4791,3
4792,0
4793,1
4794,6
4795,3
4796,0
4797,0
4798,0
4799,1
4800,1
4801,0
4802,0
4803,0
4804,0
4805,2
4806,0
4807,4
4808,6
4809,2
4810,4
4811,0
4812,0
4813,19
4814,0
4815,0
4816,2
4817,0
4818,1
4819,1
4820,3
4821,0
4822,0
4823,1
4824,0
4825,0
4826,5
4827,0
4828,0
4829,0
4830,0
4831,3
4832,5
4833,5
4834,0
4835,3
4836,1
4837,1
4838,1
4839,0
4840,2
4841,2
4842,0
4843,0
4844,1
4845,3
4846,0
4847,0
4848,0
4849,2
4850,0
4851,2
4852,2
4853,3
4854,1
4855,1
4856,0
4857,1
4858,0
4859,0
4860,2
4861,0
4862,1
4863,0
4864,0
4865,0
4866,1
4867,0
4868,2
4869,0
4870,0
4871,3
4872,2
4873,5
4874,1
4875,0
4876,0
4877,0
4878,0
4879,1
4880,0
4881,0
4882,0
4883,6
4884,2
4885,0
4886,1
4887,0
4888,5
4889,0
4890,2
4891,0
4892,0
4893,0
4894,0
4895,0
4896,8
4897,2
4898,0
4899,3
4900,0
4901,2
4902,0
4903,1
4904,1
4905,3
4906,0
4907,1
4908,0
4909,3
4910,0
4911,0
4912,0
4913,0
4914,1
4915,1
4916,0
4917,0
4918,0
4919,0
4920,0
4921,3
4922,2
4923,2
4924,0
4925,6
4926,1
4927,0
4928,0
4929,0
4930,3
4931,0
4932,1
4933,0
4934,3
4935,0
4936,0
4937,0
4938,0
4939,0
4940,1
4941,2
4942,3
4943,1
4944,0
4945,0
4946,1
4947,4
4948,0
4949,0
4950,1
4951,0
4952,0
4953,4
4954,2
4955,4
4956,3
4957,13
4958,2
4959,2
4960,0
4961,0
4962,0
4963,0
4964,7
4965,0
4966,3
4967,0
4968,1
4969,0
4970,1
4971,0
4972,6
4973,1
4974,0
4975,0
4976,1
4977,0
4978,0
4979,5
4980,0
4981,1
4982,1
4983,1
4984,18
4985,2
4986,1
4987,7
4988,0
4989,0
4990,3
4991,1
4992,17
4993,2
4994,0
4995,4
4996,0
4997,4
4998,0
4999,0
5000,0
5001,2
5002,1
5003,1
5004,1
5005,0
5006,0
5007,0
5008,1
5009,1
5010,0
5011,1
5012,0
5013,0
5014,1
5015,0
5016,0
5017,0
5018,0
5019,1
5020,0
5021,0
5022,0
5023,0
5024,0
5025,1
5026,0
5027,0
5028,0
5029,0
5030,1
5031,1
5032,3
5033,0
5034,0
5035,1
5036,0
5037,0
5038,2
5039,0
5040,0
5041,9
5042,0
5043,1
5044,0
5045,4
5046,1
5047,1
5048,6
5049,2
5050,0
5051,0
5052,0
5053,6
5054,0
5055,0
5056,0
5057,1
5058,0
5059,1
5060,0
5061,2
5062,0
5063,5
5064,3
5065,0
5066,0
5067,2
5068,5
5069,6
5070,0
5071,0
5072,2
5073,1
5074,4
5075,1
5076,9
5077,12
5078,0
5079,0
5080,1
5081,0
5082,3
5083,0
5084,2
5085,0
5086,3
5087,7
5088,0
5089,0
5090,2
5091,0
5092,0
5093,0
5094,2
5095,1
5096,3
5097,0
5098,0
5099,0
5100,2
5101,3
5102,0
5103,0
5104,0
5105,0
5106,0
5107,0
5108,1
5109,0
5110,0
5111,6
5112,0
5113,3
5114,0
5115,1
5116,1
5117,0
5118,2
5119,1
5120,5
5121,0
5122,1
5123,1
5124,1
5125,1
5126,0
5127,0
5128,11
5129,1
5130,0
5131,1
5132,5
5133,0
5134,9
5135,1
5136,1
5137,0
5138,2
5139,0
5140,1
5141,0
5142,0
5143,6
5144,1
5145,1
5146,1
5147,0
5148,1
5149,5
5150,0
5151,0
5152,0
5153,1
5154,2
5155,1
5156,3
5157,0
5158,7
5159,4
5160,0
5161,1
5162,0
5163,0
5164,1
5165,0
5166,2
5167,0
5168,0
5169,0
5170,4
5171,4
5172,0
5173,0
5174,0
5175,0
5176,0
5177,0
5178,0
5179,0
5180,2
5181,3
5182,0
5183,1
5184,2
5185,4
5186,0
5187,0
5188,1
5189,3
5190,4
5191,2
5192,3
5193,2
5194,11
5195,0
5196,0
5197,0
5198,3
5199,0
5200,2
5201,0
5202,9
5203,6
5204,2
5205,0
5206,2
5207,1
5208,1
5209,0
5210,0
5211,2
5212,0
5213,3
5214,0
5215,4
5216,0
5217,1
5218,8
5219,0
5220,0
5221,0
5222,1
5223,2
5224,0
5225,2
5226,1
5227,0
5228,0
5229,0
5230,0
5231,0
5232,4
5233,2
5234,0
5235,0
5236,0
5237,1
5238,0
5239,0
5240,0
5241,0
5242,0
5243,0
5244,0
5245,1
5246,29
5247,3
5248,0
5249,1
5250,0
5251,0
5252,0
5253,0
5254,1
5255,0
5256,1
5257,0
5258,4
5259,0
5260,0
5261,3
5262,0
5263,0
5264,1
5265,0
5266,3
5267,2
5268,1
5269,0
5270,7
5271,1
5272,2
5273,0
5274,4
5275,3
5276,1
5277,0
5278,2
5279,0
5280,0
5281,0
5282,0
5283,3
5284,1
5285,1
5286,0
5287,0
5288,2
5289,7
5290,5
5291,1
5292,2
5293,1
5294,0
5295,0
5296,4
5297,0
5298,0
5299,6
5300,0
5301,0
5302,0
5303,0
5304,0
5305,0
5306,2
5307,0
5308,0
5309,0
5310,0
5311,0
5312,0
5313,4
5314,1
5315,3
5316,0
5317,4
5318,1
5319,0
5320,0
5321,0
5322,0
5323,0
5324,1
5325,0
5326,0
5327,0
5328,0
5329,7
5330,3
5331,4
5332,0
5333,2
5334,0
5335,2
5336,0
5337,0
5338,2
5339,1
5340,0
5341,0
5342,2
5343,0
5344,3
5345,2
5346,4
5347,6
5348,0
5349,1
5350,2
5351,0
5352,0
5353,0
5354,0
5355,2
5356,0
5357,1
5358,2
5359,0
5360,1
5361,0
5362,0
5363,0
5364,9
5365,8
5366,0
5367,0
5368,4
5369,8
5370,2
5371,0
5372,0
5373,13
5374,1
5375,0
5376,0
5377,3
5378,0
5379,7
5380,0
5381,3
5382,1
5383,1
5384,1
5385,5
5386,3
5387,0
5388,0
5389,0
5390,4
5391,0
5392,1
5393,6
5394,1
5395,4
5396,0
5397,6
5398,3
5399,21
5400,0
5401,6
5402,1
5403,0
5404,1
5405,2
5406,2
5407,0
5408,0
5409,1
5410,5
5411,5
5412,3
5413,0
5414,5
5415,0
5416,4
5417,1
5418,0
5419,1
5420,0
5421,2
5422,2
5423,3
5424,0
5425,1
5426,2
5427,1
5428,0
5429,0
5430,0
5431,1
5432,4
5433,0
5434,3
5435,1
5436,0
5437,0
5438,3
5439,0
5440,7
5441,1
5442,0
5443,0
5444,0
5445,0
5446,0
5447,1
5448,4
5449,0
5450,0
5451,0
5452,0
5453,1
5454,0
5455,2
5456,0
5457,2
5458,2
5459,0
5460,0
5461,9
5462,0
5463,0
5464,8
5465,5
5466,3
5467,2
5468,0
5469,0
5470,2
5471,0
5472,11
5473,34
5474,7
5475,0
5476,0
5477,5
5478,6
5479,10
5480,1
5481,0
5482,0
5483,3
5484,0
5485,0
5486,5
5487,0
5488,0
5489,0
5490,6
5491,0
5492,10
5493,1
5494,0
5495,0
5496,0
5497,3
5498,0
5499,1
5500,0
5501,1
5502,0
5503,0
5504,0
5505,0
5506,0
5507,1
5508,2
5509,1
5510,0
5511,1
5512,0
5513,0
5514,0
5515,7
5516,1
5517,0
5518,0
5519,3
5520,6
5521,5
5522,3
5523,13
5524,7
5525,1
5526,3
5527,0
5528,0
5529,1
5530,0
5531,4
5532,6
5533,0
5534,0
5535,1
5536,2
5537,0
5538,0
5539,3
5540,3
5541,0
5542,4
5543,0
5544,7
5545,0
5546,4
5547,0
5548,0
5549,1
5550,0
5551,0
5552,0
5553,0
5554,0
5555,7
5556,0
5557,0
5558,3
5559,0
5560,5
5561,2
5562,0
5563,0
5564,0
5565,1
5566,0
5567,4
5568,1
5569,0
5570,3
5571,4
5572,0
5573,3
5574,2
5575,0
5576,3
5577,3
5578,3
5579,0
5580,0
5581,10
5582,0
5583,0
5584,6
5585,10
5586,0
5587,2
5588,0
5589,6
5590,0
5591,4
5592,3
5593,1
5594,0
5595,25
5596,8
5597,0
5598,1
5599,0
5600,0
5601,5
5602,11
5603,0
5604,1
5605,1
5606,0
5607,0
5608,0
5609,3
5610,1
5611,0
5612,0
5613,0
5614,5
5615,1
5616,2
5617,9
5618,0
5619,4
5620,5
5621,3
5622,2
5623,1
5624,2
5625,3
5626,6
5627,0
5628,15
5629,3
5630,1
5631,1
5632,0
5633,1
5634,3
5635,5
5636,3
5637,0
5638,3
5639,2
5640,1
5641,11
5642,20
5643,10
5644,2
5645,2
5646,0
5647,3
5648,0
5649,5
5650,1
5651,0
5652,1
5653,0
5654,1
5655,6
5656,1
5657,0
5658,6
5659,2
5660,3
5661,7
5662,2
5663,30
5664,2
5665,0
5666,0
5667,1
5668,2
5669,0
5670,1
5671,0
5672,3
5673,2
5674,2
5675,1
5676,5
5677,8
5678,2
5679,0
5680,0
5681,0
5682,1
5683,5
5684,1
5685,1
5686,1
5687,0
5688,0
5689,20
5690,0
5691,2
5692,0
5693,3
5694,0
5695,1
5696,0
5697,0
5698,0
5699,6
5700,0
5701,0
5702,3
5703,0
5704,0
5705,6
5706,3
5707,4
5708,1
5709,0
5710,1
5711,1
5712,0
5713,0
5714,0
5715,4
5716,2
5717,1
5718,0
5719,8
5720,5
5721,0
5722,3
5723,14
5724,0
5725,0
5726,0
5727,0
5728,2
5729,0
5730,0
5731,1
5732,6
5733,1
5734,1
5735,5
5736,3
5737,4
5738,20
5739,1
5740,1
5741,2
5742,1
5743,0
5744,0
5745,6
5746,0
5747,0
5748,0
5749,4
5750,6
5751,4
5752,0
5753,0
5754,1
5755,3
5756,0
5757,0
5758,1
5759,0
5760,0
5761,0
5762,0
5763,6
5764,0
5765,0
5766,6
5767,2
5768,1
5769,0
5770,2
5771,4
5772,16
5773,2
5774,1
5775,0
5776,1
5777,15
5778,5
5779,0
5780,2
5781,0
5782,10
5783,2
5784,1
5785,3
5786,0
5787,0
5788,0
5789,0
5790,0
5791,0
